"","x"
"196","@AJEnglish @BillGates @tim_cook @johnpilger @NickHanauer @JeffBezos @PlanetPonzi @larryellison @Judgenap… https://t.co/gbvBR2pTNt"
"197","@TrueFactsStated @WhiteHouse"
"198","@President1Trump @WhiteHouse @chucktodd Well down Mr. Navarro!"
"199","@t0lerantparad0x @MillennialStorm @VikingBearGod @lilhobo17 @loudmouthdad @JoanneColombo @1_bammom @joshdcaplan… https://t.co/xmf8BLjvhS"
"200","@RobbieEngland78 @poconomtn @President1Trump @WhiteHouse @chucktodd “I’ve never seen such hate in my life!” Really?… https://t.co/t2blSX1YUo"
"201","@activist360 @Whitehouse"
"202","@LisaMei62 @POTUS ""Where we go one, we go all""
 Wake up...Catch up...read;

https://t.co/0XbgMx6jc0
Get out and vot… https://t.co/pVrUJnIoHP"
"203","@t0lerantparad0x @MillennialStorm @LockDemsUp @lilhobo17 @loudmouthdad @JoanneColombo @1_bammom @joshdcaplan… https://t.co/4VW4ruPQeR"
"204","Repeal/stop FOSTA NOW!!! https://t.co/Cc25R9y7CZ"
"205","I want candy <ed><U+00A0><U+00BC><ed><U+00BE><U+00B6><ed><U+00A0><U+00BC><ed><U+00BE><U+00B5><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6><ed><U+00A0><U+00BC><ed><U+00BE><U+00B5> @realDonaldTrump @WhiteHouse @MarkDice @DonaldJTrumpJr @ https://t.co/t1EhJCsS1P"
"206","People aren't buying the ""Assad used chemical weapons"" on @BreitbartNews or @gatewaypundit sites reporting on… https://t.co/WKUIUetr2R"
"207","@FlyOverJane @LauraLoomer @ReneeCarrollAZ So, you're for Journalist Licenses? I was being facetious."
"208","Idea: Open whitehouse day. Line up if you have a fire arm put your name on it count it as registered put it in a pi… https://t.co/XR5hIx4CCm"
"209","Tee hee . . . . 
@BrendaJeanCDN @WhiteHouse @SpeakerRyan @IvankaTrump @SenateGOP @DonaldJTrumpJr @HouseGOP… https://t.co/3cieJfGmH1"
"210","@lisa_maskevich @FoxNews @KatrinaPierson @MichelleObama @HillaryClinton @WhiteHouse “They worked things out” is cod… https://t.co/UT0kFRdBnW"
"211","@realDonaldTrump @IvankaTrump @WhiteHouse @WattersWorld @IngrahamAngle @DevinNunes #RemoveNunes #BlueTsunami2018 https://t.co/Oj42dYSWzq"
"212","@WhiteHouse Let's make abortion illegal then we can stop the genocide. 70 million deaths since roe vs wade. Very ve… https://t.co/NaC56Co5Hu"
"213","@MillennialStorm @VikingBearGod @LockDemsUp @lilhobo17 @loudmouthdad @JoanneColombo @1_bammom @joshdcaplan… https://t.co/auJ00ic1Rk"
"214","Elliot Whitehouse not travelling back with the rest of the players? Possible unrest in the dressing room?"
"215","@t0lerantparad0x @MillennialStorm @VikingBearGod @lilhobo17 @loudmouthdad @JoanneColombo @1_bammom @joshdcaplan… https://t.co/WaJ49sW0da"
"216","@AlecWood @McAndrewRants @Carriefouts1 @madasednam @goodbye56789 @realDonaldTrump @POTUS @WhiteHouse @PressSec @VP @thehill Whose friends?"
"217","Hör gut zu, Angela!

Listen carefully, AM

Your end is near.
#QAnon

https://t.co/xKWH61pQWW"
"218","Repeal/stop FOSTA NOW!!! https://t.co/vq20vv6lIe"
"219","This is why @SenateMajLdr and @JohnCornyn and @SenateGOP must immediately end the filibuster rule for appropriation… https://t.co/i5xvyLDu6s"
"220","Another take -  https://t.co/lDV84tPHYn https://t.co/CBxEduElT3"
"221","MUST GO VIRAL!

WHAT IF THE NEXT TERRORIST ATTACK STARTS FROM WITHIN THE @WhiteHouse?

@SenJohnMcCain @SenFeinstein… https://t.co/cVfWaorMVT"
"222","@50statesclub50 @CathySpence3 @jsutt13 @amjoyshow @MSNBC @GOP @WhiteHouse"
"223","@POTUS Regarding your Decison to Vacate Syria...Might I remind you that Obama's decision to abandon Iraq was no sma… https://t.co/PKm0iuQsbW"
"224","@realDonaldTrump @POTUS @WhiteHouse  Wow, now you’re suddenly concerned?  What about your advice to Obama back in 2… https://t.co/JWC2zPAxfz"
"225","@McAndrewRants @Carriefouts1 @madasednam @goodbye56789 @realDonaldTrump @POTUS @WhiteHouse @PressSec @VP @thehill N… https://t.co/izA1GjkMwl"
"226","@TSJ_Legitimo @CNNEE @realDonaldTrump @WhiteHouse @telediario_tve @yohn46 @atvpe @TvArgentinaOk @NoticiasRCN… https://t.co/AVoq5KmD5A"
"227","#FoolOnTheHill @realDonaldTrump @WhiteHouse  #ImpeachTrump https://t.co/XjaR8fikM7"
"228","@trumptowerhell @WhiteHouse Actually, you can thank the 5th Vital Sign and Joint Commission Pain Management standar… https://t.co/CLhkpSuO54"
"229","@RealJamesWoods @TrickyN03859925 @facebook Could say the same for the @WhiteHouse. Look who we have captaining the ship there ?"
"230","Insanity has spread through the ranks of the #liberal #progressive lemmings.
WHAT IF the prez barricades himself in… https://t.co/jdAxKYCKqu"
"231","@Jaymes_DeWitte @Crypto_Digital @Toure @votevets @thehill And that @realDonaldTrump gives these assholes relevancy… https://t.co/5bG4mr3dVx"
"232","@VikingBearGod @MillennialStorm @LockDemsUp @lilhobo17 @loudmouthdad @JoanneColombo @1_bammom @joshdcaplan… https://t.co/h9G591BNgN"
"233","Yes, Mr. President, take care of things back home, not halfway across the world. https://t.co/18WFZQ61BC"
"234","@McAndrewRants @madasednam @goodbye56789 @realDonaldTrump @POTUS @WhiteHouse @PressSec @VP @thehill They are fake Americans that's why."
"235","@Scavino45 @POTUS @realDonaldTrump @narendramodi @WhiteHouse @DanScavino @newtgingrich @SebGorka @IvankaTrump https://t.co/j6xO9tnj5O"
"236","@KatrinaPierson @WhiteHouse @realDonaldTrump For the first time in my life we have a president and First Lady says… https://t.co/37yD4xsuAc"
"237","The Military #Parade for @realDonaldTrump will make use of @ScottPruittOk
as #Mayor-He will Open the Ceremony in hi… https://t.co/SbV11CICce"
"238","@realDonaldTrump How can.  America. Keep these  group of clowns i the whitehouse is beyond me  they should all be t… https://t.co/V2evxKdaIs"
"239","@WhiteHouse @POTUS @GOP @realDonaldTrump  https://t.co/cSkDzWAjsd"
"240","@VikingBearGod @MillennialStorm @LockDemsUp @lilhobo17 @loudmouthdad @JoanneColombo @1_bammom @joshdcaplan… https://t.co/4XCSHkWiUm"
"241","@realDonaldTrump watching/monitoring devastation in Syria by Assad/War-Criminal SICK &amp; STUPID President Putin of… https://t.co/AoqJBirRaY"
"242","@t0lerantparad0x @VikingBearGod @LockDemsUp @lilhobo17 @loudmouthdad @JoanneColombo @1_bammom @joshdcaplan… https://t.co/wHNMK4D1LZ"
"243","@FoxNews @KatrinaPierson @MichelleObama @HillaryClinton @WhiteHouse I cannot STAND how she speaks.   It’s so condes… https://t.co/s21HYNlQci"
"244","After the @FBI gave Crooked Hillary a passed with cumulative evidence against her, the foundation and @DNC... only… https://t.co/nX2B4BNBze"
"245","@WhiteHouse ""It's happening"" he hears us!"
"246","@Lrihendry Not only the Democrats but Republicans as well! Had Ross Perot won @WhiteHouse  he would have been treat… https://t.co/LwSVQOXUct"
"247","@Allthatjewelry @jim_lewis1018 @smidge9099 @LadyChesapeake @WhiteHouse @BIGSEXYYT Now it's that dreaded Sharia law.… https://t.co/VmJBuo0hp4"
"248","@Mediaite Then China should impose Tariffs on her shit. Why did China exempt her? This SHIT is crazy. <ed><U+00A0><U+00BE><ed><U+00B4><U+00A1><ed><U+00A0><U+00BE><ed><U+00B4><U+00A5>… https://t.co/aC6GjbTdUz"
"249","@VikingBearGod @MillennialStorm @LockDemsUp @lilhobo17 @loudmouthdad @JoanneColombo @1_bammom @joshdcaplan… https://t.co/egryK7efbj"
"250","@President1Trump @WhiteHouse @chucktodd AWW Chuckie, did he hurt your feelings. He's RIGHT! WAPO has been spewing o… https://t.co/k4JlEHJlsP"
"251","@Mondoweiss @nytimes @netanyahu @AIPAC @maggieNYT @peterbakernyt @POTUS @jaredkushner @KingSalman @AlsisiOfficial… https://t.co/gdoz6spuwV"
"252","@flotus you got you a SOLID<ed><U+00A0><U+00BE><ed><U+00B4><U+0094> thru @seanhannity  what @seanhannity did WAS what ANY person I know WOULD do SOLELY on… https://t.co/gF4K33Umqm"
"253","@WhiteHouse It's happening. I think they were smuggling children across the border to be sold to pedophile gangs. I… https://t.co/hvDXkoEuA3"
"254","@WhiteHouse What about our tax supported universities preventing conservative American citizens from getting degree… https://t.co/GxF56EXsyR"
"255","@President1Trump @WhiteHouse @chucktodd  https://t.co/xXsUMetBkP"
"256","@ROTBre @BettyeGrace49 @chrisscrivener @realDonaldTrump @WhiteHouse @BarackObama No i don't see that anywhere in th… https://t.co/VVOnpB7GfD"
"257","@Allthatjewelry @jim_lewis1018 @smidge9099 @LadyChesapeake @WhiteHouse @BIGSEXYYT So I'm a communist now. Throwing… https://t.co/nf5tBgLtma"
"258","@President1Trump @WhiteHouse @chucktodd Todd only got his job because Tim Russert passed away.  Otherwise he’d be working for CNN"
"259","@chichirobado @VicenteFoxQue @POTUS @realDonaldTrump @GOP @NRA @EricTrump @DonaldJTrumpJr @IvankaTrump @WhiteHouse… https://t.co/LvzeGKMF1D"
"260","@t0lerantparad0x @VikingBearGod @LockDemsUp @lilhobo17 @loudmouthdad @JoanneColombo @1_bammom @joshdcaplan… https://t.co/1hblbUWC8I"
"261","@ROTBre @BettyeGrace49 @chrisscrivener @realDonaldTrump @WhiteHouse @BarackObama Yes i do"
"262","@NoticiasCaracol @ABC @usarmy @usaairforce @WhiteHouse @BBCBreaking @bbcmundo @euronewses @tve_tve @PentagonPresSec… https://t.co/05Bb3jOq9t"
"263","@mbmartrain @FLOTUS Yup, the usual non-apology apology, back handed insult we have come to expect from leftist medi… https://t.co/iroytBlbRq"
"264","@TheBaghdadPostE @realDonaldTrump @POTUS @WhiteHouse @AdelAljubeir @nikkihaley @StateDept @FoxNews @washingtonpost… https://t.co/M75RX0uZ2p"
"265","@AJEnglish @BillGates @tim_cook @johnpilger @NickHanauer @JeffBezos @PlanetPonzi @larryellison @Judgenap… https://t.co/0O0QtvwjI2"
"266","I had a mind to make a Craigslist Personals ad for someone to be my boob-massaging slave today, but I couldn’t do t… https://t.co/HEyGx6lc0u"
"267","@t0lerantparad0x @MillennialStorm @LockDemsUp @lilhobo17 @loudmouthdad @JoanneColombo @1_bammom @joshdcaplan… https://t.co/denbAlCAwN"
"268","@Happyheart411 @Scavino45 @BeeboJohnson @WhiteHouse @POTUS @realDonaldTrump @ou_softball2016 @LisaMarieBoothe https://t.co/j6xO9tnj5O"
"269","@CherishingFaith @WhiteHouse People who became addict because of abusives prescriptions of opioid didn't choose it… https://t.co/9XffxYAYju"
"270","@BastionDarren @TravisJonesWWE @PatHeagerty @johnritz1390 @nd_whitehouse @Manic37 @RealGlampireWWE @HBKStingFan24… https://t.co/E7R4j4xouy"
"271","@NoticiasCaracol @ABC @usarmy @usaairforce @GobiernoUSA @WhiteHouse @BBCBreaking @bbcmundo @euronewses @tve_tve… https://t.co/8xT6Q21yP5"
"272","@MillennialStorm @VikingBearGod @LockDemsUp @lilhobo17 @loudmouthdad @JoanneColombo @1_bammom @joshdcaplan… https://t.co/1MRnJXCeyX"
"273","@t0lerantparad0x @LockDemsUp @VikingBearGod @loudmouthdad @JoanneColombo @1_bammom @joshdcaplan @thebradfordfile… https://t.co/GsMobyQcgt"
"274","#SundayThoughts why is .@realDonaldTrump ,AKA Putin's Stan,  even  in the Whitehouse. Oh wait, Russian Trolls help… https://t.co/FkjWevZbcD"
"275","@sam_vinograd @UKUN_NewYork @WhiteHouse Yeah. The mentioned countries are known for their human rights action by br… https://t.co/gaurF5U6qE"
"276","@WhiteHouse ass licking liars #resist<ed><U+00A0><U+00BE><ed><U+00B4><U+00A1>"
"277","@t0lerantparad0x @VikingBearGod @LockDemsUp @lilhobo17 @loudmouthdad @JoanneColombo @1_bammom @joshdcaplan… https://t.co/URl2nBUF1g"
"278","@Happyheart411 @Scavino45 @BeeboJohnson @WhiteHouse @POTUS @realDonaldTrump @OU_Softball https://t.co/j6xO9tnj5O"
"279","@WhiteHouse https://t.co/US8Z0QNXDH"
"280","@President1Trump @WhiteHouse @chucktodd  https://t.co/uTbf4DbvoS"
"281","@lharrisartist @lister_lester @MacpenguinD @VinHonrubia @realDonaldTrump The Dotard in the @WhiteHouse Oh wait its… https://t.co/cfUlM7bNOs"
"282","Sandals Easter Sale has been extended through 10 April!
Book at any Sandals Resort (excluding INN) for a minimum of… https://t.co/PDoEcuouVD"
"283","@WhiteHouse What about the HUMAN BEING that died in the fire?"
"284","@Footyquiztourn1 Elliott Whitehouse  GRE"
"285","It #WrestleMania Tonight

@TravisJonesWWE 
@PatHeagerty 
@johnritz1390
@nd_whitehouse 
@Manic37 
@RealGlampireWWE… https://t.co/hZnQojUYya"
"286","#SundayMorning at #WhiteHouse https://t.co/BzZx1vtnvR"
"287","@WhiteHouse We are NOT endangered by Mexicans, we are endangered by our President and Congress!"
"288","@TiptonBrady07 @joshscampbell @TamiMcKnight12 @JasonLeopold @WhiteHouse @PressSec @EPAScottPruitt @EPA @EPAblog Exactly."
"289","@LindaSuhler Posted... 
https://t.co/DXREQw5hVK"
"290","@geribrandon2 @DemiWuflower @WhiteHouse Holy water burns manbaby's skin...listen to the sizzle."
"291","@debbieSerop @votevets @CNN @MSNBC @realDonaldTrump @POTUS @WhiteHouse @seanhannity Oh my God he does call Fox and… https://t.co/22MjBcKmMF"
"292","@askjillian @jimmykimmel @JimCarrey The same ""Faux"" outrage from when President Bubba was banging a child in the whitehouse! #FauxOutrage"
"293","@Wandaspangler2 @quantunquecio @Timothy48233923 @DarkMatchReborn @hibbsforchange @llotus6 @WauchulaGhost… https://t.co/EQ7U7msbff"
"294","@t0lerantparad0x @VikingBearGod @LockDemsUp @lilhobo17 @loudmouthdad @JoanneColombo @1_bammom @joshdcaplan… https://t.co/fvqWHB7PEp"
"295","@DemiWuflower @WhiteHouse As the stock market dives over 500 points.  Delusional deorables."
"296","#CBSNews | The Mass. #Congressman talks about following in the... #WhiteHouse #Massachusetts #healthcarereform… https://t.co/iz5r1CgwnA"
"297","@WhiteHouse Let’s also call on Congress to have to pay taxes and have the same health care as the rest of us"
"298","@HuffPostPol @WhiteHouse #PeterNavarro By 'attack' do you mean 'tell the truth about'? Just bcuz @potus does someth… https://t.co/4TDtUZ9SAB"
"299","Don’t worry folks, he’s still welcome at the @WhiteHouse https://t.co/1wbl9j8Yv0"
"300","@NoticiasCaracol @ABC @usarmy @usaairforce @GobiernoUSA @WhiteHouse @BBCBreaking @bbcmundo @euronewses @tve_tve… https://t.co/MCYjipvFYm"
"301","@LadyChesapeake @smidge9099 @jim_lewis1018 @WhiteHouse @BIGSEXYYT Same"
"302","""People were murdered because of this ... "" @speakerryan @senatemajldr @housegop @SenateGOP When are you going to d… https://t.co/xvuZSitF5J"
"303","""Mr. Trump and his wife, Melania, were at Trump International Hotel in Washington, D.C. on Saturday night.""
.
So… https://t.co/MqyIyjA7SK"
"304","https://t.co/QYLsekRt3q

I support the people that want this bill to be stopped."
"305","@WhiteHouse Whats growing is the knowledge that starting this year the Big Blue wave will flood your corrupt greedy asses away."
"306","@joncoopertweets and this is an @nra board member,  a @gop supported organisation.

Cue more hypocritical and deadl… https://t.co/puQzJWyzVY"
"307","@realDonaldTrump There's still a #fire going in the #WhiteHouse though...&amp; it's going to burn you out of office. <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"308","@KatrinaPierson @WhiteHouse @realDonaldTrump A case of idiot comments by Libs. Children off limits right Michelle?… https://t.co/EMl7JOzcuY"
"309","@jim_lewis1018 @WhiteHouse @BIGSEXYYT I get under 2000..i work plus some retire.  Crappy"
"310","@marcella4401 @karimbabin @jankoss43 @realDonaldTrump @marcella4401 blocked for being a Russian / Mossad / Fundamen… https://t.co/r7uTKeOZ3o"
"311","@ President Pruitt??  .@realDonaldTrump @WhiteHouse @PressSec @GOP @cnni @washingtonpost https://t.co/4JUZqXQdV6"
"312","@WhiteHouse How stupid do you think most of us are this is a major tax break for the rich I'd like to know how much… https://t.co/ofEdfsc7gG"
"313","https://t.co/douMqHsDAh
@NoticiasCaracol @ABC @usarmy @usaairforce @GobiernoUSA @WhiteHouse @BBCBreaking @bbcmundo… https://t.co/R7qbvmIHvb"
"314","STOP THE ATTEMPTED GENOCIDE OF THE AMERICAN PEOPLE WITH 5G RADIATION CELL TOWERS. https://t.co/W75DiGioZF"
"315","@Wandaspangler2 @quantunquecio @Timothy48233923 @DarkMatchReborn @hibbsforchange @llotus6 @WauchulaGhost… https://t.co/2gpd7FdsfI"
"316","@JackPosobiec Then we will march to the Whitehouse all 8miion of us!"
"317","@wyomugs56 @robertjeffress @foxandfriends @POTUS Actually the mythical man in the sky would be disappointed in thei… https://t.co/OiEQYsPTIq"
"318","Does @realDonaldTrump now Feel foolish about inviting Putin to the Whitehouse after the Syrian attacks?
He was ok w… https://t.co/0Fy6s0ivDF"
"319","@goodoldcatchy Atmosphere shit starts in the whitehouse."
"320","@bennaboo @WhiteHouse Obama lied almost every time he opened his mouth. He had his administration lie even more. Do… https://t.co/HHwPvzM9ag"
"321","@t0lerantparad0x @DonteDahOne @LockDemsUp @VikingBearGod @loudmouthdad @JoanneColombo @1_bammom @joshdcaplan… https://t.co/gp2rU81hdk"
"322","@JeffFlake @drjjr500 @GabbyGiffords If you had half the spine of Gabby Giffords, you’d DO YOUR JOB and impeach the… https://t.co/Bafn7rIas8"
"323","@MaryRuth58 @smidge9099 @LadyChesapeake @jim_lewis1018 @WhiteHouse @BIGSEXYYT Awe.. Lout definition is awkward and… https://t.co/NPk9WVXJSf"
"324","@AJEnglish @BillGates @tim_cook @johnpilger @NickHanauer @JeffBezos @PlanetPonzi @larryellison @Judgenap… https://t.co/lFw36iOm8r"
"325","@LennyGhoul @Texican41396235 @MrClarkJKent @Kapp4774 @Trumpfan1995 @realDonaldTrump https://t.co/JjUdOnt5AS"
"326","Do the right thing and sign this petition.

https://t.co/3JnuRWKzGa"
"327","Seen at the #OklahomaTeachersWalkout 
@BetsyDeVosED @GOP @WhiteHouse https://t.co/xBATXRCNxa"
"328",".@realDonaldTrump .@POTUS .@VP .@WhiteHouse .@PressSec .@GOP .@SenateMajLdr .@SenateGOP .@HouseGOP .@SpeakerRyan .… https://t.co/CMD0oC8eWr"
"329","@roxkarn06 @FoxNews @KatrinaPierson @MichelleObama @HillaryClinton @WhiteHouse Curious as to why Fox keeps bringing… https://t.co/95yy3jIzoG"
"330","FACT SHEET: Administration Cybersecurity Efforts 2015 | https://t.co/iR3Rh323Aw https://t.co/IgCNRgngOs"
"331","If here should be me, Nerseh Mellissa Kindermah - Changing the Guard at Buckingham Palace London - Nerseh Mellissa… https://t.co/GN78x52UOc"
"332","@TC_Woods @NiveaNotes @IndyPendant1776 @LukeCage___ @SpeakerRyan @WhiteHouse https://t.co/wI9qXW1J7v"
"333","@tomasini1972 @usembassyMVD @POTUS @WhiteHouse @USAenEspanol @USEMBASSYPERU @CumbreAmericas En 2016 @POTUS44 estuvo en Buenos Aires"
"334","@realDonaldTrump @WhiteHouse This was not an appropriate speech for an audience of children, Donnie.  
Even your wi… https://t.co/wtFSCra9Xw"
"335","Get rid of this dump in OUR #WhiteHouse. All of these hideous people with all of this money who do not deserve one… https://t.co/kYLUILxQXV"
